pChEMBL Value,Canomicalsmiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
5.8,O=C(/C=C/c1cccn1Cc1ccc(F)c(F)c1)CC(=O)C(=O)O,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,4,6,10,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,4,4,11,22,24,14,16,18,12,4,0,0
5.8,CC(=O)Oc1cc(C(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)cc(OC(C)=O)c1OC(C)=O,2,0,0,0,0,0,2,0,0,0,2,0,6,0,0,4,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,12,4,0,2,6,8,11,0,14,4,2,16,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,4,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,52,54,34,16,12,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,6,0,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,36,22,16,32,40,32,16,6
5.8,CCn1cc(C(=O)O)c(=O)c2c1C(=O)C=C(Sc1ccccc1)C2=O,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,2,4,6,0,2,2,8,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,26,26,18,12,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,24,12,2,8,16,20,16,8
5.8,CC(=O)Oc1cc(C(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3C)cc2)cc(OC(C)=O)c1OC(C)=O,2,0,0,0,0,0,2,0,0,0,2,0,6,0,0,4,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,12,4,0,2,6,8,11,0,14,4,2,16,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,4,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,52,54,34,16,12,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,6,0,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,36,22,16,32,40,32,16,6
5.8,O=C(O)c1cnc2ccc(Cc3ccccc3)cc2c1O,2,0,0,0,2,0,0,0,0,0,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,10,6,4,6,6,6,6,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,14,14,10,10,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,42,38,28,26,24,22,16,8
5.8,CCOC(=O)/C(O)=C/C(=O)c1ccn(Cc2ccc(F)cc2)c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,4,6,8,14,12,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,2,4,4,2,11,22,24,14,16,18,12,4,0,0
5.8,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(N3CCOCC3)cc(O)c12,3,0,0,2,0,0,0,0,0,2,3,0,0,2,4,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,14,12,8,10,12,12,8,6,0,0,4,4,0,2,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,24,26,22,22,22,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,48,46,34,28,22,16,8,2
5.8,COc1cc(C)c2c(c1C)OC(=O)c1c(C)c(Cl)c(O)c(C=O)c1O2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,4,2,2,4,4,2,0,6,0,2,2,10,2,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,6,0,0,0,0,0,0,0,2,0,8,0,0,0,2,0,10,26,34,26,14,14,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,8,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,4,4,4,0,12,24,26,22,18,22,14,6,0,0
5.79,O=C(/C=C/c1ccccc1O)c1cccc(O)c1O,3,0,0,2,0,0,0,0,2,2,3,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,6,0,4,10,12,8,4,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,16,12,6,8,12,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,24,12,2,8,16,20,16,8
5.79,O=C(/C=C\c1ccc(O)c(O)c1)OC1CCCC(OC(=O)/C=C\c2ccc(O)c(O)c2)C1,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,0,8,16,16,8,0,0,0,0,0,8,0,4,4,2,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,8,0,0,0,0,8,4,12,4,4,0,0,8,0,8,16,16,16,16,16,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,4,8,8,4,0,0,4,4,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,20,28,24,12,24,24,12,0,0,0,0,0,0
5.77,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,3,0,0,0,2,0,0,0,0,0,3,0,0,0,8,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,6,12,12,6,0,4,10,12,8,5,0,0,0,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,0,0,0,8,20,24,18,8,8,12,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,8,4,0,0,0,0,12,24,24,14,8,16,20,16,8,2
5.77,O=C(/C=C/c1cccc(O)c1O)c1ccc(O)cc1O,4,0,0,2,2,0,0,0,2,2,4,0,0,2,4,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,8,0,4,10,14,12,5,0,0,2,4,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,20,14,6,8,12,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,24,12,2,8,16,20,16,8
5.77,N#Cc1ccc(Cn2cccc2/C=C/C(=O)CC(=O)C(=O)O)cc1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,4,6,6,6,12,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,4,4,11,22,24,14,16,18,12,4,0,0
5.77,O=c1c(-c2ccc(O)cc2)coc2cc(N3CCOCC3)cc(O)c12,2,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,8,6,8,8,6,4,5,0,0,2,4,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,22,24,20,16,14,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,48,46,34,28,22,16,8,2
5.77,O=C(/C=C/c1ccc(O)c(O)c1)NC(COC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,6,0,0,6,0,0,0,2,2,0,6,0,4,10,2,4,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,16,16,10,4,4,6,10,12,10,0,6,10,4,8,4,10,8,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,6,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,16,16,16,16,16,16,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,24,12,0,0,0,0,0,0
5.77,O=c1cc(-c2ccc(O)cc2)oc2cc(N3CCOCC3)cc(O)c12,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,8,4,6,8,8,6,5,0,0,2,4,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,20,22,18,18,18,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,48,46,34,28,22,16,8,2
5.77,O=C(O)C(=O)CC(=O)c1c2ccccc2cc2ccccc12,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,8,10,4,4,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,4,10,18,20,26,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,8,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,8,10,4,0,0,0,14,32,44,42,28,20,12,4,0,0
5.77,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2)cc1)c1cc(O)c(O)c(O)c1,5,0,0,4,2,4,4,0,0,0,5,0,6,4,2,8,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,10,24,28,18,4,4,12,18,16,8,0,8,4,2,8,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,10,30,46,42,22,10,12,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,8,8,4,0,2,6,8,6,18,36,36,22,16,32,40,32,16,6
5.77,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cccc(Cl)c1F,2,0,0,2,0,0,0,0,0,0,2,0,0,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,8,8,4,0,2,6,8,6,5,0,4,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,4,18,24,24,14,10,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,4,4,4,12,24,24,12,4,12,20,20,12,4
5.77,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1c(Cl)cccc1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,6,10,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,0,0,0,2,0,0,0,0,0,0,4,8,8,8,8,8,0,0,0,11,22,24,14,16,18,12,4,0,0
5.76,O=C1Cc2ccc(-c3ccccc3)cc2C(=O)N1O,2,0,0,2,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,8,6,6,8,6,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,14,14,12,10,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,48,46,34,28,22,16,8,2
5.76,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2Cl)c2cccc(OC)c12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4,2,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,10,14,12,20,24,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,4,4,4,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,6,4,2,0,15,32,40,32,26,26,26,18,8,2
5.76,O=C(/C=C/c1cc(F)cc(F)c1)c1ccc(O)cc1O,2,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,4,0,2,4,6,6,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,10,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,24,12,2,8,16,20,16,8
5.75,O=C1Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2C(=O)N1O,2,0,0,2,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,8,6,6,8,6,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,14,14,12,10,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,48,46,34,28,22,16,8,2
5.75,COc1cccc(CN(Cc2cccc(OC)c2)c2ccc3nc(N)[nH]c3c2)c1,2,0,2,0,0,0,0,0,0,0,1,0,6,0,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,8,6,4,0,4,12,16,5,0,2,0,2,4,2,0,0,4,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,26,28,22,12,8,20,28,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44,50,34,26,40,60,68,56,32
5.75,O=C1c2ccc(O)c(O)c2C(=O)N1[C@H]1CCc2ccccc21,2,0,0,2,0,0,0,0,0,0,2,0,0,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,8,8,4,0,2,6,8,6,5,0,4,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,2,0,0,0,4,18,24,24,14,10,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,4,0,0,0,12,24,24,12,4,12,20,20,12,4
5.75,N#CCCc1cccc(C(=O)CC(=O)C(=O)O)c1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,4,4,2,0,5,0,2,4,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,6,4,0,0,2,0,4,4,0,0,2,4,8,14,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,4,4,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,8,8,4,0,0,0,0,6,12,12,6,0,0,0,0,0,0
5.75,O=C(/C=C/c1ccc(O)c(O)c1)OC1CCCC(OC(=O)/C=C/c2ccc(O)c(O)c2)C1,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,0,8,16,16,8,0,0,0,0,0,8,0,4,4,2,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,8,0,0,0,0,8,4,12,4,4,0,0,8,0,8,16,16,16,16,16,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,4,8,8,4,0,0,4,4,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,20,28,24,12,24,24,12,0,0,0,0,0,0
