,Logistic,KNN,SVM,RF,ExT,Ada,Grad,XGB,CatB,MLP
0,0.7378640776699029,0.6732673267326733,0.7000000000000001,0.6990291262135923,0.6990291262135923,0.6534653465346535,0.6930693069306931,0.6734693877551021,0.6666666666666666,0.6526315789473683
1,0.8155339805825242,0.8000000000000002,0.7741935483870968,0.7676767676767676,0.7647058823529411,0.7755102040816326,0.808080808080808,0.7524752475247524,0.808080808080808,0.7924528301886792
2,0.8035714285714286,0.7927927927927928,0.8224299065420562,0.8035714285714286,0.7857142857142857,0.7663551401869159,0.8113207547169811,0.8035714285714286,0.8518518518518519,0.8214285714285715
3,0.7735849056603773,0.7387387387387387,0.7777777777777778,0.7478260869565216,0.7567567567567567,0.7238095238095239,0.7339449541284404,0.7927927927927928,0.7777777777777778,0.7543859649122806
4,0.7999999999999999,0.7454545454545455,0.7619047619047618,0.8245614035087719,0.8205128205128205,0.7358490566037735,0.7889908256880734,0.8521739130434782,0.7889908256880734,0.8468468468468469
5,0.7777777777777778,0.7884615384615384,0.7924528301886792,0.8037383177570094,0.8333333333333334,0.7307692307692308,0.8037383177570094,0.8073394495412846,0.8440366972477065,0.8461538461538461
6,0.8224299065420562,0.8214285714285715,0.8623853211009175,0.8727272727272727,0.8495575221238938,0.7927927927927928,0.8363636363636364,0.8440366972477065,0.8727272727272727,0.8113207547169811
7,0.7878787878787877,0.7766990291262137,0.8247422680412371,0.7999999999999999,0.8113207547169811,0.8200000000000001,0.8823529411764706,0.8076923076923077,0.8543689320388349,0.796116504854369
8,0.7889908256880734,0.6470588235294118,0.6930693069306931,0.7722772277227723,0.7722772277227723,0.6796116504854369,0.72,0.7884615384615384,0.74,0.8155339805825242
9,0.8543689320388349,0.7747747747747747,0.823529411764706,0.8333333333333334,0.8256880733944955,0.8282828282828282,0.8461538461538461,0.8155339805825242,0.8316831683168316,0.8431372549019608
10,0.7999999999999999,0.7766990291262137,0.8461538461538461,0.8495575221238938,0.8347826086956522,0.8076923076923077,0.8461538461538461,0.8073394495412846,0.8224299065420562,0.8067226890756303
11,0.8288288288288288,0.7454545454545455,0.7962962962962963,0.7999999999999999,0.8113207547169811,0.8108108108108109,0.7818181818181819,0.7857142857142857,0.7889908256880734,0.7722772277227723
12,0.8190476190476189,0.7326732673267328,0.7474747474747475,0.7636363636363638,0.7567567567567567,0.7142857142857143,0.76,0.7692307692307692,0.78,0.74
13,0.8518518518518519,0.7522935779816514,0.7647058823529411,0.7999999999999999,0.8037383177570094,0.7884615384615384,0.823529411764706,0.8543689320388349,0.808080808080808,0.8712871287128713
14,0.7663551401869159,0.8349514563106796,0.8461538461538461,0.8037383177570094,0.8148148148148148,0.76,0.8349514563106796,0.8148148148148148,0.8148148148148148,0.8245614035087719
15,0.7766990291262137,0.707070707070707,0.7835051546391752,0.7843137254901961,0.7169811320754716,0.7572815533980582,0.74,0.7522935779816514,0.7572815533980582,0.7378640776699029
16,0.7522935779816514,0.6538461538461539,0.7254901960784315,0.7339449541284404,0.7289719626168224,0.6415094339622641,0.7378640776699029,0.7777777777777778,0.7850467289719626,0.7850467289719626
17,0.7850467289719626,0.7999999999999999,0.8316831683168316,0.8703703703703703,0.8771929824561403,0.7777777777777778,0.830188679245283,0.8411214953271028,0.8737864077669903,0.8461538461538461
18,0.78,0.8543689320388349,0.8484848484848485,0.8190476190476189,0.8461538461538461,0.808080808080808,0.8282828282828282,0.8623853211009175,0.8118811881188118,0.7755102040816326
19,0.7889908256880734,0.7207207207207207,0.8037383177570094,0.7889908256880734,0.8073394495412846,0.7289719626168224,0.7962962962962963,0.8073394495412846,0.8392857142857144,0.7962962962962963
20,0.8190476190476189,0.7777777777777778,0.836734693877551,0.8073394495412846,0.8108108108108109,0.826923076923077,0.823529411764706,0.8461538461538461,0.823529411764706,0.8431372549019608
21,0.8490566037735849,0.8316831683168316,0.7916666666666667,0.8190476190476189,0.8224299065420562,0.796116504854369,0.8571428571428572,0.8349514563106796,0.8282828282828282,0.8224299065420562
22,0.8039215686274509,0.7307692307692308,0.7628865979381443,0.8113207547169811,0.8035714285714286,0.707070707070707,0.7722772277227723,0.7889908256880734,0.7647058823529411,0.7547169811320754
23,0.8103448275862069,0.8148148148148148,0.8440366972477065,0.7964601769911505,0.7636363636363638,0.7678571428571429,0.7999999999999999,0.75,0.8037383177570094,0.7567567567567567
24,0.7706422018348624,0.68,0.72,0.7889908256880734,0.7592592592592593,0.6796116504854369,0.7326732673267328,0.7747747747747747,0.7428571428571428,0.7358490566037735
25,0.8256880733944955,0.7592592592592593,0.7857142857142857,0.7818181818181819,0.7522935779816514,0.7543859649122806,0.7927927927927928,0.7102803738317758,0.7999999999999999,0.7619047619047618
26,0.8148148148148148,0.7999999999999999,0.8703703703703703,0.875,0.8521739130434782,0.796116504854369,0.8148148148148148,0.8596491228070176,0.8545454545454546,0.8672566371681415
27,0.7766990291262137,0.7592592592592593,0.7619047619047618,0.7777777777777778,0.7706422018348624,0.7450980392156864,0.74,0.7777777777777778,0.7766990291262137,0.796116504854369
28,0.7547169811320754,0.7155963302752293,0.8118811881188118,0.7766990291262137,0.7572815533980582,0.6666666666666666,0.76,0.7766990291262137,0.8076923076923077,0.796116504854369
29,0.7924528301886792,0.7692307692307692,0.7722772277227723,0.8148148148148148,0.7962962962962963,0.7722772277227723,0.796116504854369,0.8490566037735849,0.7999999999999999,0.8316831683168316
