,Logistic,KNN,SVM,RF,ExT,Ada,Grad,XGB,CatB,MLP
0,0.7289719626168224,0.7619047619047618,0.7766990291262137,0.7567567567567567,0.7567567567567567,0.7272727272727273,0.78,0.780952380952381,0.7572815533980582,0.7962962962962963
1,0.7719298245614035,0.7999999999999999,0.7884615384615384,0.7962962962962963,0.7999999999999999,0.7678571428571429,0.8076923076923077,0.8148148148148148,0.8224299065420562,0.7999999999999999
2,0.7407407407407407,0.7572815533980582,0.7592592592592593,0.7368421052631577,0.7272727272727273,0.7476635514018692,0.7289719626168224,0.7413793103448276,0.7678571428571429,0.7747747747747747
3,0.68,0.7428571428571428,0.7735849056603773,0.7777777777777778,0.7777777777777778,0.7058823529411765,0.7692307692307692,0.7678571428571429,0.7777777777777778,0.7889908256880734
4,0.7000000000000001,0.6915887850467289,0.7238095238095238,0.7407407407407407,0.7115384615384616,0.6915887850467289,0.7358490566037736,0.6857142857142857,0.7169811320754716,0.7238095238095238
5,0.7927927927927927,0.7735849056603775,0.8349514563106797,0.8440366972477065,0.8256880733944955,0.7964601769911505,0.8431372549019609,0.8672566371681416,0.8761904761904761,0.8807339449541284
6,0.8411214953271028,0.84,0.8712871287128713,0.8380952380952381,0.8269230769230769,0.8380952380952381,0.8737864077669902,0.8440366972477065,0.8571428571428572,0.8301886792452831
7,0.6796116504854369,0.68,0.7326732673267328,0.7450980392156864,0.7524752475247524,0.6601941747572815,0.7083333333333334,0.7647058823529411,0.7216494845360826,0.7450980392156864
8,0.7378640776699029,0.7184466019417475,0.7428571428571428,0.6796116504854369,0.7128712871287127,0.780952380952381,0.7115384615384615,0.7222222222222222,0.7184466019417475,0.7289719626168224
9,0.76,0.7157894736842105,0.7999999999999999,0.7500000000000001,0.7524752475247524,0.7450980392156864,0.76,0.7407407407407407,0.7572815533980582,0.7647058823529411
10,0.7326732673267328,0.7755102040816326,0.7872340425531915,0.7708333333333335,0.7578947368421053,0.7572815533980582,0.7708333333333335,0.7959183673469388,0.8041237113402061,0.7628865979381443
11,0.8349514563106796,0.7999999999999999,0.8118811881188118,0.8113207547169811,0.796116504854369,0.8461538461538461,0.826923076923077,0.7924528301886792,0.780952380952381,0.8181818181818182
12,0.7207207207207207,0.6792452830188679,0.7289719626168224,0.7321428571428572,0.7387387387387387,0.6605504587155963,0.7547169811320754,0.728813559322034,0.7522935779816514,0.7433628318584071
13,0.7358490566037735,0.7663551401869159,0.780952380952381,0.7735849056603773,0.7735849056603773,0.7476635514018692,0.7450980392156864,0.780952380952381,0.796116504854369,0.7735849056603773
14,0.7962962962962964,0.7766990291262137,0.8461538461538463,0.803921568627451,0.8235294117647058,0.7924528301886793,0.8269230769230769,0.8000000000000002,0.8269230769230769,0.819047619047619
15,0.7047619047619048,0.780952380952381,0.7706422018348624,0.7747747747747747,0.7850467289719626,0.6981132075471698,0.7735849056603775,0.7962962962962964,0.8037383177570092,0.7850467289719626
16,0.7184466019417476,0.7572815533980584,0.737864077669903,0.7169811320754716,0.7238095238095238,0.7047619047619048,0.737864077669903,0.7358490566037736,0.75,0.7289719626168225
17,0.780952380952381,0.7722772277227723,0.8076923076923077,0.7889908256880734,0.7999999999999999,0.8190476190476189,0.7843137254901961,0.8037383177570094,0.8155339805825242,0.7884615384615384
18,0.7155963302752293,0.7358490566037735,0.7884615384615384,0.7476635514018692,0.7428571428571428,0.6964285714285714,0.7647058823529411,0.7358490566037735,0.7500000000000001,0.7184466019417475
19,0.7115384615384615,0.7102803738317758,0.7547169811320754,0.7678571428571429,0.7547169811320754,0.7289719626168224,0.7572815533980582,0.7747747747747747,0.7663551401869159,0.7706422018348624
20,0.7663551401869159,0.7777777777777778,0.8113207547169811,0.8035714285714286,0.8073394495412846,0.7663551401869159,0.7884615384615384,0.8108108108108109,0.7962962962962963,0.8108108108108109
21,0.6037735849056604,0.627450980392157,0.6530612244897959,0.6407766990291262,0.6666666666666666,0.6019417475728156,0.6326530612244898,0.6666666666666666,0.6597938144329897,0.6470588235294118
22,0.84,0.8118811881188118,0.8514851485148516,0.8543689320388349,0.8737864077669903,0.823529411764706,0.84,0.8679245283018868,0.8785046728971964,0.8785046728971964
23,0.7128712871287127,0.7692307692307692,0.7920792079207921,0.7454545454545455,0.7592592592592593,0.7307692307692308,0.7884615384615384,0.7339449541284404,0.7592592592592593,0.7522935779816514
24,0.7090909090909091,0.6909090909090909,0.7307692307692308,0.7027027027027026,0.6796116504854369,0.7192982456140351,0.7547169811320754,0.7428571428571428,0.7169811320754716,0.7017543859649122
25,0.7474747474747475,0.7400000000000001,0.7676767676767676,0.7962962962962964,0.7962962962962964,0.737864077669903,0.7676767676767676,0.8000000000000002,0.8461538461538463,0.8148148148148149
26,0.7636363636363637,0.7476635514018691,0.7962962962962964,0.7787610619469026,0.7706422018348624,0.7522935779816514,0.7592592592592593,0.8214285714285714,0.8214285714285714,0.7927927927927927
27,0.7755102040816326,0.7878787878787877,0.7999999999999999,0.823529411764706,0.8316831683168316,0.78,0.7959183673469388,0.7884615384615384,0.8039215686274509,0.7476635514018692
28,0.7962962962962963,0.7547169811320754,0.7850467289719626,0.7636363636363638,0.7889908256880734,0.8035714285714286,0.8037383177570094,0.7719298245614035,0.8037383177570094,0.7592592592592593
29,0.7428571428571428,0.7619047619047618,0.7647058823529411,0.7326732673267328,0.7010309278350516,0.7547169811320754,0.7999999999999999,0.74,0.7878787878787877,0.7924528301886792
