,Logistic,KNN,SVM,RF,ExT,Ada,Grad,XGB,CatB,MLP
0,0.7676767676767676,0.75,0.84,0.7755102040816326,0.8235294117647058,0.8000000000000002,0.803921568627451,0.8224299065420562,0.8155339805825242,0.8113207547169811
1,0.6857142857142857,0.7304347826086957,0.7766990291262137,0.7524752475247525,0.7592592592592593,0.6605504587155963,0.7692307692307693,0.7592592592592593,0.780952380952381,0.737864077669903
2,0.6336633663366337,0.7115384615384616,0.723404255319149,0.7142857142857143,0.7346938775510204,0.673076923076923,0.7200000000000001,0.7599999999999999,0.7346938775510204,0.8108108108108109
3,0.7524752475247525,0.7522935779816514,0.8118811881188119,0.7474747474747475,0.780952380952381,0.75,0.7400000000000001,0.7766990291262137,0.7843137254901961,0.7964601769911505
4,0.7850467289719626,0.7966101694915254,0.8545454545454545,0.8076923076923076,0.8224299065420562,0.8035714285714286,0.7818181818181819,0.8035714285714286,0.8363636363636363,0.8703703703703703
5,0.6407766990291262,0.6796116504854369,0.7676767676767676,0.7291666666666666,0.7422680412371134,0.6732673267326733,0.7000000000000001,0.7307692307692308,0.7200000000000001,0.7835051546391754
6,0.7884615384615385,0.831858407079646,0.8518518518518519,0.8440366972477065,0.8727272727272727,0.8571428571428571,0.8440366972477065,0.902654867256637,0.8648648648648648,0.8256880733944955
7,0.7666666666666666,0.6984126984126985,0.8288288288288289,0.8214285714285714,0.8288288288288289,0.7226890756302521,0.7567567567567568,0.8035714285714286,0.7964601769911505,0.8
8,0.7241379310344827,0.7377049180327868,0.7586206896551724,0.7567567567567568,0.7627118644067797,0.7543859649122806,0.7543859649122806,0.7627118644067797,0.7863247863247863,0.7768595041322314
9,0.7450980392156863,0.737864077669903,0.7400000000000001,0.7999999999999999,0.7961165048543689,0.693069306930693,0.7524752475247525,0.7572815533980584,0.8269230769230769,0.7924528301886793
10,0.7307692307692308,0.7567567567567568,0.7777777777777778,0.7254901960784313,0.7547169811320754,0.7777777777777778,0.6981132075471698,0.7289719626168225,0.7047619047619048,0.7358490566037736
11,0.7222222222222221,0.7522935779816514,0.8411214953271028,0.7766990291262137,0.8148148148148149,0.7387387387387387,0.7889908256880734,0.8545454545454545,0.8333333333333334,0.8113207547169811
12,0.7238095238095238,0.7207207207207208,0.7961165048543689,0.7254901960784313,0.7735849056603775,0.761904761904762,0.764705882352941,0.7339449541284404,0.7592592592592593,0.7706422018348624
13,0.6732673267326733,0.6799999999999999,0.7692307692307693,0.7358490566037736,0.7706422018348624,0.7339449541284404,0.7200000000000001,0.7169811320754716,0.7476635514018691,0.8073394495412846
14,0.7818181818181819,0.7826086956521738,0.8108108108108109,0.8108108108108109,0.7964601769911505,0.7454545454545455,0.8108108108108109,0.7678571428571429,0.8347826086956521,0.8000000000000002
15,0.7735849056603775,0.7592592592592593,0.8367346938775511,0.8200000000000001,0.8627450980392157,0.7961165048543689,0.8235294117647058,0.8349514563106797,0.8800000000000001,0.7878787878787878
16,0.6336633663366337,0.6476190476190475,0.7070707070707071,0.6868686868686869,0.7326732673267325,0.6199999999999999,0.673469387755102,0.737864077669903,0.7326732673267325,0.7254901960784313
17,0.7413793103448276,0.7154471544715447,0.7894736842105263,0.7547169811320756,0.7454545454545455,0.719298245614035,0.7027027027027026,0.7678571428571429,0.7652173913043477,0.7962962962962962
18,0.6470588235294118,0.6902654867256636,0.7184466019417476,0.75,0.766355140186916,0.6603773584905661,0.7222222222222223,0.7747747747747747,0.7777777777777779,0.7964601769911505
19,0.8785046728971962,0.8141592920353982,0.897196261682243,0.8952380952380952,0.8846153846153846,0.7592592592592593,0.8785046728971962,0.8828828828828829,0.9074074074074073,0.918918918918919
20,0.7184466019417476,0.737864077669903,0.7843137254901961,0.7599999999999999,0.7884615384615385,0.6990291262135923,0.7722772277227722,0.764705882352941,0.7924528301886793,0.8113207547169811
21,0.7339449541284404,0.7339449541284404,0.7843137254901961,0.7450980392156863,0.8073394495412846,0.6542056074766355,0.7592592592592593,0.7857142857142858,0.780952380952381,0.8181818181818182
22,0.7476635514018691,0.7610619469026548,0.819047619047619,0.7692307692307693,0.7924528301886793,0.7706422018348624,0.7592592592592593,0.8181818181818182,0.780952380952381,0.8672566371681416
23,0.7358490566037736,0.7433628318584072,0.780952380952381,0.7547169811320754,0.780952380952381,0.7777777777777778,0.7592592592592593,0.7692307692307693,0.7476635514018691,0.8
24,0.7474747474747475,0.7339449541284404,0.7800000000000001,0.780952380952381,0.761904761904762,0.7735849056603775,0.7572815533980584,0.8037383177570092,0.7884615384615385,0.7884615384615385
25,0.7678571428571429,0.7758620689655172,0.8035714285714286,0.8035714285714286,0.7964601769911505,0.7652173913043478,0.7857142857142858,0.8,0.7966101694915254,0.8264462809917356
26,0.7169811320754716,0.7090909090909091,0.764705882352941,0.8076923076923076,0.8076923076923076,0.7927927927927927,0.761904761904762,0.7777777777777778,0.7766990291262137,0.8070175438596492
27,0.7238095238095238,0.7207207207207208,0.7524752475247526,0.717391304347826,0.7474747474747474,0.737864077669903,0.7474747474747474,0.7924528301886793,0.76,0.7809523809523811
28,0.7155963302752294,0.6785714285714286,0.8037383177570093,0.7850467289719627,0.7924528301886793,0.7027027027027026,0.7999999999999999,0.8214285714285714,0.8073394495412844,0.8070175438596492
29,0.7128712871287128,0.766355140186916,0.7961165048543689,0.8080808080808082,0.7884615384615385,0.737864077669903,0.7800000000000001,0.8118811881188119,0.7961165048543689,0.764705882352941
